Population size: 30,Dimensions size: 615 820 15,Genome size: 25,Fitness type: 0,Crossover %: 90,Crossover type: 0,Mutation probability: 5

Avg fitness:,Best fitness:,Generation number:
0.305967,0.516715,1,,
0.405594,0.587744,2,,
0.369965,0.587744,3,,
0.548539,0.619079,4,,
0.484164,0.619079,5,,
0.628959,0.699025,6,,
0.681822,0.699025,7,,
0.688115,0.699025,8,,
0.587862,0.699025,9,,
0.676814,0.699025,10,,
0.689911,0.699025,11,,
0.634778,0.699025,12,,
0.644719,0.699025,13,,
0.718287,0.728383,14,,
0.727174,0.728383,15,,
0.472067,0.728383,16,,
0.722937,0.75499,17,,
0.732035,0.75499,18,,
0.716837,0.75499,19,,
0.576097,0.75499,20,,
0.711883,0.75499,21,,
0.75028,0.761723,22,,
0.611341,0.761723,23,,
0.648032,0.761723,24,,
0.762492,0.787192,25,,
0.792408,0.84471,26,,
0.742055,0.84471,27,,
0.83898,0.857696,28,,
0.793218,0.857696,29,,
0.840171,0.893084,30,,
0.892189,0.898606,31,,
0.897668,0.898606,32,,
0.737646,0.898606,33,,
0.828629,0.898606,34,,
0.87604,0.898606,35,,
0.790932,0.906406,36,,
0.636499,0.906406,37,,
0.807833,0.906406,38,,
0.795657,0.906406,39,,
0.841155,0.906406,40,,
0.895465,0.90844,41,,
0.685842,0.90844,42,,
0.817912,0.90844,43,,
0.872261,0.90844,44,,
0.875136,0.999715,45,,
0.930137,1.05026,46,,
0.907174,1.05026,47,,
1.04952,1.05088,48,,
1.05157,1.08994,49,,
1.02785,1.08994,50,,
1.06144,1.08994,51,,
1.02723,1.08994,52,,
1.03619,1.08997,53,,
1.0475,1.08997,54,,
1.03866,1.09124,55,,
1.06106,1.09124,56,,
1.03174,1.09124,57,,
1.06543,1.09129,58,,
1.0766,1.09129,59,,
1.06413,1.09894,60,,
1.02505,1.09894,61,,
1.0626,1.11237,62,,
1.08079,1.11277,63,,
1.05624,1.11397,64,,
1.09075,1.11629,65,,
1.08624,1.11629,66,,
1.07733,1.11629,67,,
0.98235,1.11629,68,,
1.08164,1.11879,69,,
1.07774,1.11879,70,,
1.07146,1.1189,71,,
1.09191,1.12024,72,,
1.09842,1.42482,73,,
1.12439,1.44103,74,,
1.16077,1.44103,75,,
1.11841,1.44103,76,,
1.2359,1.45251,77,,
1.22234,1.46941,78,,
1.20457,1.46941,79,,
1.19908,1.46941,80,,
1.24856,1.47157,81,,
1.27705,1.47157,82,,
1.27319,1.47157,83,,
1.36533,1.47157,84,,
1.36906,1.47157,85,,
1.40637,1.47767,86,,
1.3757,1.47767,87,,
1.3233,1.47767,88,,
1.35086,1.47934,89,,
1.30899,1.48459,90,,
1.27366,1.48459,91,,
1.28618,1.48762,92,,
1.28202,1.48762,93,,
1.30865,1.48762,94,,
1.30131,1.48762,95,,
1.33122,1.48762,96,,
1.35536,1.48999,97,,
1.35828,1.48999,98,,
1.31058,1.48999,99,,
1.26783,1.48999,100,,
1.26557,1.48999,101,,
1.32234,1.48999,102,,
1.34046,1.48999,103,,
1.29106,1.48999,104,,
1.31291,1.49938,105,,
1.3248,1.49938,106,,
1.33011,1.49938,107,,
1.34679,1.49938,108,,
1.38097,1.49938,109,,
1.33461,1.49938,110,,
1.34853,1.55904,111,,
1.34917,1.79408,112,,
1.41043,1.79408,113,,
1.33489,1.79408,114,,
1.38671,1.79408,115,,
1.38903,1.85513,116,,
1.45387,1.87195,117,,
1.41371,1.87195,118,,
1.46579,1.99245,119,,
1.47376,1.99245,120,,
1.48308,1.99245,121,,
1.53721,1.99245,122,,
1.55485,1.99245,123,,
1.54171,1.99245,124,,
1.55318,1.99245,125,,
1.59827,1.99245,126,,
1.63404,1.99245,127,,
1.6538,1.99245,128,,
1.8087,1.9927,129,,
1.79652,1.9927,130,,
1.87694,1.9927,131,,
1.78176,1.9927,132,,
1.85269,1.99898,133,,
1.85414,1.99898,134,,
1.85656,1.99898,135,,
1.89138,2.00153,136,,
1.89008,2.00153,137,,
1.85526,2.06544,138,,
1.9033,2.07494,139,,
1.94298,2.07494,140,,
1.90094,2.07494,141,,
1.92608,2.08575,142,,
1.98773,2.08575,143,,
2.02352,2.08575,144,,
2.05958,2.08575,145,,
1.9578,2.09103,146,,
1.92436,2.09103,147,,
1.93115,2.09103,148,,
1.94138,2.09103,149,,
1.92504,2.09103,150,,
1.99302,2.09103,151,,
2.04563,2.09103,152,,
1.91628,2.09103,153,,
2.00098,2.09103,154,,
2.02032,2.09103,155,,
1.99907,2.09103,156,,
1.98751,2.09103,157,,
1.97838,2.09106,158,,
1.9785,2.09106,159,,
1.99501,2.09106,160,,
2.03175,2.09106,161,,
2.00478,2.09106,162,,
1.9964,2.09106,163,,
1.95806,2.09106,164,,
1.89829,2.09106,165,,
1.86805,2.09106,166,,
1.92493,2.09106,167,,
1.88211,2.09106,168,,
2.00217,2.09106,169,,
2.00038,2.09106,170,,
1.98312,2.09106,171,,
1.98047,2.09107,172,,
2.01385,2.09107,173,,
2.01698,2.09107,174,,
2.0024,2.09107,175,,
2.01674,2.09107,176,,
2.05421,2.09107,177,,
2.03191,2.09107,178,,
1.99389,2.09107,179,,
2.00742,2.09107,180,,
1.95678,2.09107,181,,
1.94154,2.09107,182,,
1.97877,2.09107,183,,
1.96442,2.09107,184,,
1.89909,2.09808,185,,
1.95266,2.09808,186,,
1.94372,2.09808,187,,
1.95264,2.09808,188,,
1.99683,2.09808,189,,
1.97483,2.09808,190,,
2.04079,2.09809,191,,
2.05155,2.09809,192,,
2.02743,2.09809,193,,
1.97186,2.11534,194,,
1.94795,2.11534,195,,
1.84058,2.11534,196,,
1.93893,2.11534,197,,
1.98594,2.11534,198,,
2.02611,2.11534,199,,
2.02582,2.11534,200,,
2.066,2.11534,201,,
2.04495,2.11534,202,,
2.01665,2.11534,203,,
2.02329,2.11534,204,,
2.05256,2.11571,205,,
1.97048,2.11571,206,,
2.00978,2.11571,207,,
2.03021,2.11608,208,,
1.97258,2.11608,209,,
2.01428,2.11608,210,,
2.01929,2.11608,211,,
2.04907,2.11608,212,,
2.0359,2.11608,213,,
2.06539,2.11608,214,,
1.9963,2.11608,215,,
2.01441,2.12327,216,,
1.94554,2.12327,217,,
1.98505,2.12327,218,,
2.0166,2.12327,219,,
1.9151,2.12327,220,,
1.9424,2.12327,221,,
1.94717,2.12327,222,,
1.99101,2.12327,223,,
2.01936,2.12327,224,,
2.00716,2.12327,225,,
2.00976,2.12327,226,,
2.00427,2.12327,227,,
2.00229,2.12327,228,,
2.01126,2.12327,229,,
1.92005,2.12327,230,,
1.9703,2.12858,231,,
2.04881,2.12858,232,,
2.0999,2.12858,233,,
2.06011,2.12858,234,,
2.04165,2.12858,235,,
1.9691,2.12858,236,,
1.94857,2.12858,237,,
2.05797,2.12858,238,,
2.0769,2.12858,239,,
1.98742,2.12858,240,,
1.97103,2.12859,241,,
2.00637,2.12859,242,,
1.95727,2.12859,243,,
1.98498,2.12859,244,,
2.04081,2.12867,245,,
2.03075,2.12867,246,,
2.01633,2.12867,247,,
2.03783,2.17124,248,,
2.0395,2.17603,249,,
2.10068,2.17603,250,,
2.00651,2.17605,251,,
1.94701,2.17606,252,,
1.94844,2.17606,253,,
1.93409,2.17606,254,,
2.04979,2.17606,255,,
2.05478,2.17606,256,,
2.01615,2.17606,257,,
2.05262,2.17607,258,,
2.06067,2.17607,259,,
1.98145,2.17607,260,,
1.97179,2.69811,261,,
2.14576,2.91473,262,,
2.21,3.06082,263,,
2.2393,3.06987,264,,
2.34636,3.06987,265,,
2.40491,3.06987,266,,
2.54426,3.06987,267,,
2.69656,3.07714,268,,
2.73523,3.07714,269,,
2.74256,3.07714,270,,
2.78217,3.07867,271,,
2.69075,3.07867,272,,
2.8207,3.22956,273,,
2.74645,3.22956,274,,
2.77245,3.22956,275,,
2.74514,3.22956,276,,
2.68168,3.22956,277,,
2.82375,3.22956,278,,
2.77357,3.22956,279,,
2.97122,3.23361,280,,
2.97077,3.23361,281,,
2.96041,3.28373,282,,
2.88608,3.28373,283,,
2.96855,3.28373,284,,
2.84705,3.28373,285,,
3.01478,3.51417,286,,
3.02367,3.51417,287,,
3.05534,3.51417,288,,
2.98232,3.51417,289,,
2.91324,3.51417,290,,
3.1254,3.51417,291,,
3.00162,3.51417,292,,
3.15634,3.51417,293,,
3.20028,3.51801,294,,
3.10657,3.51801,295,,
3.12325,3.51801,296,,
3.02996,3.51801,297,,
3.11191,3.52701,298,,
3.1555,3.53802,299,,
3.12245,3.56071,300,,
3.16723,3.74551,301,,
3.26312,3.74551,302,,
3.10092,3.74551,303,,
3.32785,3.74551,304,,
3.33126,3.78035,305,,
3.14278,3.98075,306,,
3.25619,3.98075,307,,
3.20975,3.98075,308,,
3.39338,4.01349,309,,
2.98457,4.01349,310,,
3.39293,4.01349,311,,
3.55827,4.01349,312,,
3.42904,4.01349,313,,
3.5787,4.01349,314,,
3.58568,4.01349,315,,
3.51626,4.01349,316,,
3.57002,4.01349,317,,
3.63137,4.01349,318,,
3.29468,4.01349,319,,
3.48149,4.01349,320,,
3.64024,4.01349,321,,
3.59123,4.074,322,,
3.63496,4.074,323,,
3.51885,4.074,324,,
3.62248,4.08743,325,,
3.34965,4.08743,326,,
3.48955,4.08743,327,,
3.58188,4.08743,328,,
3.58778,4.08743,329,,
3.52833,4.08743,330,,
3.65668,4.09624,331,,
3.6334,4.10795,332,,
3.68619,4.10795,333,,
3.54314,4.10795,334,,
3.58655,4.22791,335,,
3.70631,4.22791,336,,
3.6884,4.22791,337,,
3.75871,4.22791,338,,
3.66625,4.22791,339,,
3.681,4.32751,340,,
3.65797,4.32751,341,,
3.85781,4.32751,342,,
3.79977,4.32751,343,,
3.82907,4.32751,344,,
3.60517,4.32751,345,,
3.69866,4.32751,346,,
3.80209,4.32751,347,,
3.87425,4.32751,348,,
3.91289,4.32751,349,,
3.81472,4.32751,350,,
3.67984,4.32751,351,,
3.84397,4.3276,352,,
3.63696,4.3276,353,,
3.69262,4.3276,354,,
3.63801,4.3276,355,,
3.68434,4.3276,356,,
3.89292,4.32821,357,,
3.71645,4.32821,358,,
3.95217,4.32821,359,,
3.91696,4.32821,360,,
3.91735,4.32821,361,,
3.79862,4.32821,362,,
3.78531,4.32821,363,,
3.65825,4.39046,364,,
3.86805,4.39847,365,,
4.10569,4.39847,366,,
4.0447,4.39847,367,,
3.73525,4.42023,368,,
3.78377,4.91831,369,,
4.03925,5.17856,370,,
4.07865,5.17856,371,,
4.30714,5.17859,372,,
4.63734,5.18031,373,,
4.5363,5.18031,374,,
4.57924,5.1842,375,,
4.69879,5.22002,376,,
4.72976,5.23756,377,,
4.87668,5.23756,378,,
4.67275,5.23756,379,,
3.79886,5.23756,380,,
4.45873,5.24037,381,,
4.53073,5.24037,382,,
4.5352,5.24037,383,,
4.58929,5.24037,384,,
4.44694,5.24037,385,,
4.89406,5.24071,386,,
4.58431,5.24071,387,,
4.91846,5.24071,388,,
4.44427,5.24071,389,,
4.97131,5.24071,390,,
4.81559,5.24164,391,,
4.70159,5.2711,392,,
4.88655,5.2711,393,,
4.76113,5.2711,394,,
4.98094,5.2711,395,,
5.13764,5.27908,396,,
4.88968,5.27908,397,,
4.70736,5.27908,398,,
5.11019,5.27908,399,,
5.1658,5.27908,400,,
4.97469,5.27909,401,,
4.83214,5.27909,402,,
4.82724,5.27909,403,,
4.96031,5.27909,404,,
4.40012,5.27909,405,,
4.60046,5.27909,406,,
4.61717,5.27909,407,,
4.49059,5.28268,408,,
4.5305,5.28268,409,,
4.27602,5.28268,410,,
4.30372,5.28268,411,,
4.46015,5.28268,412,,
4.55597,5.29113,413,,
4.64579,5.29113,414,,
4.3806,5.29113,415,,
4.59687,5.29113,416,,
4.40754,5.29113,417,,
4.55314,5.29137,418,,
4.71937,5.29137,419,,
4.69214,5.29137,420,,
4.75845,5.34896,421,,
4.63709,5.34896,422,,
4.29874,5.34896,423,,
4.05982,5.34896,424,,
4.14155,5.34896,425,,
3.99873,5.34896,426,,
4.35068,5.34896,427,,
4.34117,5.34896,428,,
4.52651,5.34896,429,,
4.44015,5.34896,430,,
4.32211,5.34896,431,,
4.38733,5.34896,432,,
4.25254,5.34896,433,,
4.11658,5.34896,434,,
4.2209,5.34896,435,,
4.18859,5.34896,436,,
4.08441,5.34896,437,,
4.47981,5.34896,438,,
4.4049,5.34896,439,,
4.70763,5.34896,440,,
4.90942,5.34896,441,,
4.82576,5.34896,442,,
4.79304,5.34896,443,,
4.77194,5.34896,444,,
4.7159,5.3758,445,,
4.65694,5.3758,446,,
4.60555,5.3758,447,,
4.736,5.3758,448,,
4.83166,5.3758,449,,
4.65715,5.3758,450,,
4.68316,5.3758,451,,
4.39577,5.3758,452,,
4.5945,5.3758,453,,
4.54975,5.40291,454,,
4.19794,5.40291,455,,
4.50711,5.40291,456,,
4.71548,5.40291,457,,
4.38604,5.40409,458,,
4.37322,5.40409,459,,
4.55221,5.40436,460,,
4.70428,5.40436,461,,
